Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
1,27,27,3,conflict reading,formal trial,reading,+,gift,Horses,can,perform a,number of,mental,challenges,that include,food,procurement,and,identification,of individuals,within,a social,system.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,11,249.57375939999474,1.61,251.18296289996943,2,253.185433799983,1,254.18477930000518,254.78129690000787,255.38549309998052,255.98295129998587,256.58003189996816,257.1831063000136,257.7833757000044,258.385597400018,258.9840783000109,259.5800002000178,260.18303559999913,260.7813424000051,261.3855795999989,261.98290270002326,262.5810095000197,0.6,263.2674337999779,1.13,264.3054318000213,268.33613760001026,4,4.029,268.3368748999783,272.3720955000026,4,4.034,272.3730026999838,276.40761519997614,4,4.033,,,,,,
1,53,53,28,conflict recall,formal trial,memory recall,+,ticket,Many,lakes are,artificial,and,constructed for,industrial or,agricultural,"use,",such as,electric,power,generation,or domestic,water,supply.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,12,276.4484708000091,2.63,279.07928240002366,2,281.0734365999815,1,282.0736339999712,282.6786972999689,283.2751090999809,283.87994279997656,284.4777458999888,285.07452929997817,285.6780629999703,286.27504069998395,286.8809949000133,287.4765138999792,288.07471750001423,288.6794456000207,289.2755418000161,289.8801889999886,290.4767142999917,0.6,291.07407660002355,1.42,292.4901536999969,296.5250284000067,4,4.033,296.5262077000225,300.5601642000256,4,4.032,300.5610794000095,304.5961070000194,4,4.034,,,,,,
1,50,50,26,conflict recall,formal trial,memory recall,+,coffee,A halved,lemon,dipped in,salt or,baking,powder,is,used to,brighten,copper,"cookware,",as,the acid,dissolves,the tarnish.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,13,304.63658509997185,1.75,306.38607900001807,2,308.3884058999829,1,309.3875738999923,309.9852792000165,310.5879876000108,311.1852232000092,311.7837686999701,312.38697290001437,312.98509079997893,313.5884702000185,314.1842359000002,314.78423529997235,315.3870716000092,315.9845760000171,316.59018409997225,317.185798600025,317.7841005999944,0.6,318.3870041000191,2.02,320.3982569000218,324.435667200014,4,4.035,324.43652829999337,328.47737560002133,4,4.04,328.47853849997045,332.50009019998834,4,4.02,,,,,,
1,101,,,letter string,formal trial,xxxxxxxx,+,xxxxx,xxxxxxx,xxx xx,xxxxxx,xxxxxx xx,xxxxx,xxxxxx,xx,xxxxxxx,xx xx,xxxxx,xxx,xxxxxxxx,xxxxxxxx,xxxxxxx,xxxxxxx,,,,14,332.5201159999706,1.81,334.33011969999643,2,336.3327250999864,1,337.33169189997716,337.9293757000123,338.52578249998624,339.1291424999945,339.72848729998805,340.3315698999795,340.9312880000216,341.5281356999767,342.13089259999106,342.7309408999863,343.33263760001864,343.9307144000195,344.52819689997705,345.1302738999948,345.72879209998064,0.6,,,,,,,,,,,,,,,,,,,,
1,1,1,,pure reading ,formal trial,reading,+,xxxx,Posters,are also,used for,reproductions,of,"artwork,",particularly,famous,"works,",and are,low-cost,compared,to the,original,artwork.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,15,345.9303490999737,1.23,347.157532799989,2,349.15748140000505,1,350.1573382000206,350.7562673999928,351.36066409997875,351.95779199997196,352.5613956999732,353.15716840000823,353.75737559999106,354.3599255000008,354.96015320002334,355.56154179997975,356.1586205000058,356.75715730001684,357.3600114000146,357.95719099999405,358.5633880000096,0.6,359.1576225999743,2.88,362.0320193999796,366.05717139999615,4,4.024,366.05805549997604,370.09521790000144,4,4.036,370.09599250002066,374.12333470000885,4,4.026,,,,,,
1,75,,51,pure recall,formal trial,memory recall,+,tree,xxxx xxx,xxxxxxx,xxxx xxx xx,xxxxxxxxxxx,xxxxxx,xxxxxx,xxxxxx xxx,xxxxxx,xxxxxxxx,xxxxx,xxxxxx,xxxxxxx xx,xxxxxxxxx,xxxxxx,xxx xxxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,16,374.15908760001184,1.15,375.3047203000169,2,377.304866600025,1,378.3049118000199,378.90894039999694,379.50643720000517,380.10928430000786,380.7077762999688,381.30370009999024,381.9091575000202,382.50643930002116,383.11059449997265,383.7091427000123,384.3042282999959,384.90928630001144,385.5061797000235,386.1095032999874,386.70790380000835,0.6,387.30580039997585,1.24,388.54075939999893,392.5655740000075,4,4.023,392.56633810000494,396.59019570000237,4,4.022,396.59105190000264,400.62482339999406,4,4.033,,,,,,
1,76,,52,pure recall,formal trial,memory recall,+,fireplace,xxxxx,xxxxxxxx,xxx xxxx,xxxxxx,xxx,xxxx,xxxx,xxx xxxxx,xx,xxxxxxx,xx xxxx,xxxxxx,xx xxxxx,xxxx,xx xxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,17,400.66648090002127,2.2,402.8679689000128,2,404.871198799985,1,405.87164630001644,406.4661516000051,407.0626261999714,407.6666627000086,408.26281980000203,408.8708372999681,409.46866840001894,410.06274099997245,410.6667897999869,411.26286449999316,411.86916270002257,412.4657200999791,413.06257249997,413.66691219998756,414.2630011999863,0.6,414.8631939999759,2.09,416.9481521999696,420.97363929997664,4,4.023,420.97446180001134,425.00880900002085,4,4.033,425.0096166000003,429.0505970999948,4,4.04,,,,,,
1,70,70,46,conflict recall,catch trial,memory recall,+,lime,The Oxford,English,Dictionary,remains,the most,comprehensive,and trusted,English,language,"dictionary,",with,revisions,and updates,added every,three months.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,18,429.0906098000123,1.22,430.30612409999594,2,432.30625680001685,1,433.3062540999963,433.91149550001137,434.5085609999951,435.1106316000223,435.71170240000356,436.3049349000212,436.91046380001353,437.5075646999758,438.1119599000085,438.7083282999811,439.306992799975,439.90968450001674,440.5066599000129,441.11101749999216,441.70800629997393,0.6,442.30641700001433,2.13,444.4322820000234,448.4668955000234,4,4.033,448.46782389999134,452.5005570999929,4,4.031,452.50130589999026,456.5285060000024,4,4.026,English,,,,,
1,97,,,letter string,formal trial,xxxxxxxx,+,xxxx,xxxxxxx,xxxxx xxxx,xxxxxxx,xxxxxxxxx,xxxx xxx,xxxxxxxxx,xxxxxxxx,xx xxxx,xxxxx,xxx,xxxxxxx,xxxxxxxxxx,xxxxxxxxxx,xxx xxxxxx,xxxxxxx,,,,19,456.5482155000209,2.89,459.4376690000063,2,461.4412081000046,1,462.4376483000233,463.0348758000182,463.63882079999894,464.2364194000256,464.8336605000077,465.43772260000696,466.0349897000124,466.6392501000082,467.23672849999275,467.83384450001176,468.4379434000002,469.0348089999752,469.6392526999698,470.2372331999941,470.8348893999937,0.6,,,,,,,,,,,,,,,,,,,,
1,25,25,2,conflict reading,formal trial,reading,+,party,Windows,often have,movable,coverings,such as,blinds or,curtains,to keep,light,"out,",provide,additional,"insulation,",and ensure,privacy.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,20,470.95841919997474,2.49,473.44628550001653,2,475.4450085000135,1,476.44487900001695,477.0495620999718,477.64654250000603,478.24504140001955,478.847830099985,479.44505570002366,480.05115469999146,480.6475257999846,481.2433547999826,481.847500999982,482.44507020001765,483.04887150001014,483.64681519998703,484.24340129998745,484.8478125000256,0.6,485.4447343000211,2.97,488.41009199997643,492.43155719997594,4,4.019,492.4322532999795,496.46638070000336,4,4.033,496.46716150001157,500.4954920000164,4,4.027,,,,,,
1,51,51,27,conflict recall,formal trial,memory recall,+,city,Rattles,have,a dual,"function,",doubling,as teethers,as babies,"grow,",their,textured,surfaces,are,easy,on the,gums.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,21,500.5364759999793,2.59,503.1276813999866,2,505.12601509998785,1,506.12804330000654,506.72465970000485,507.32066009996925,507.92472780001117,508.52199390000897,509.1262095000129,509.7231333000236,510.3203028999851,510.92486580001423,511.5220181000186,512.1263335999683,512.7231241000118,513.320468400023,513.9260438000201,514.5241608999786,0.6,515.1279543999699,2.91,518.0281460999977,522.0656606999692,4,4.036,522.0665976000018,526.0927230999805,4,4.025,526.0934029999771,530.1266991000157,4,4.032,,,,,,
1,77,,53,pure recall,formal trial,memory recall,+,butterfly,xxxxx xxxx,xxxxxxxxxx,xxx xxxxxxxxx,xxxxxx,xxxx,xxxxxxxx,xxxxxxx,xxxxxxxxxx,xxx xxx xxx,xxxx xxxx,xxxxxxxxx,xxxxx,xxxxx,xxxxxxxx,xxxxxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,22,530.1613873000024,2.98,533.1422194999759,2,535.1417486999999,1,536.1404113000026,536.7379598999978,537.342737799976,537.9389900999959,538.5371072000125,539.140784999996,539.7389352999744,540.3423201999976,540.939232899982,541.5406398000196,542.1417032000027,542.7396666000132,543.3369193000253,543.9433104000054,544.5383844000171,0.6,545.1416491999989,2.94,548.073059700022,552.0992409000173,4,4.025,552.0999389999779,556.120147300011,4,4.019,556.1210752999759,560.1618497999734,4,4.04,,,,,,
1,102,,,letter string,formal trial,xxxxxxxx,+,xxxx,xxxxxxxx,xxx,xxxxxxxxx,xxxx xx,xxxxxx,xxxx,xxx xxxx,xxxx xxxx,xxxxx xx,xxxxx,xxxxxx,xxx xxxxxx,xx,xxxxxxxx,xxxxxx,,,,23,560.1824859000044,2.77,562.948664000025,2,564.9475614000112,1,565.9476314000203,566.5520494999946,567.1483962999773,567.7534532999853,568.3507433999912,568.949501199997,569.5521891000099,570.1481705000042,570.7533150999807,571.3518290999928,571.9477150000166,572.5522259999998,573.148323100002,573.7553490999853,574.3508506999933,0.6,,,,,,,,,,,,,,,,,,,,
1,52,52,29,conflict recall,formal trial,memory recall,+,landscape,Towers,are not,built,to be,habitable,but to,serve,other,various,"functions,",like,as a,structure for,telecommunication,purposes.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,24,574.608796000015,2.16,576.769348700007,2,578.7676564999856,1,579.7674046999891,580.364919100015,580.9700259999954,581.5660675999825,582.1707078000181,582.7684665999841,583.364759500022,583.9703919999884,584.5666135000065,585.1697332999902,585.7675890999963,586.3648535999819,586.9707287999918,587.5663588999887,588.1706683000084,0.6,588.7677945999894,2.8,591.5604678000091,595.5806118000182,4,4.018,595.5814302000217,599.6101150999893,4,4.028,599.6109426000039,603.6500697999727,4,4.038,,,,,,
1,29,29,5,conflict reading,formal trial,reading,+,house,Kettles,can be,heated,either by,being,placed,on,"a stove,",or by,their,own,internal,electric,heating,element.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,25,603.6935008,1.9,605.5960724999895,2,607.5950295000221,1,608.5959862999734,609.190618099994,609.7894521999988,610.3931987999822,610.9910999999847,611.5942682999885,612.1902470000205,612.7883167000255,613.394014200021,613.99075300002,614.5943655999727,615.1907710999949,615.7890135999769,616.3935334999696,616.9931512000039,0.6,617.5946361999959,1.66,619.2451708000153,623.2834835000103,4,4.037,623.284467599995,627.3172189000179,4,4.031,627.3179831000161,631.3592122999835,4,4.04,,,,,,
1,5,5,,pure reading ,formal trial,reading,+,xxxxx,Today most,newspapers,are published,"online,",with,frequent,updates,throughout,"the day, and",some have,abandoned,their,print,versions,entirely.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,26,631.4021845000098,2.58,633.986461499997,2,635.9776089999941,1,636.9844597000047,637.5816841999767,638.1805369000067,638.7831949000247,639.3802495999844,639.9785579000018,640.5836555999704,641.1780281999963,641.7855875000241,642.3805649999995,642.9779672999866,643.5834870999679,644.1817553999717,644.7832144999993,645.3804277000017,0.6,645.97791159997,2.39,648.3638552000048,652.3942761999788,4,4.029,652.3951131000067,656.4293507999973,4,4.033,656.4301877000253,660.4569144999841,4,4.025,,,,,,
1,99,,,letter string,formal trial,xxxxxxxx,+,xxxx,xxxxxx,xxx,xxxxxxx x,xxxxxx xx,xxxxxx,xxxxxxxxxx,xxxx xxxxxxx,xxxx,xxxxxxxxxxx,xxx,xxxxxxxxxxxxxx,xx xxxxxxxxxxx,xxxxxx,xxxxxxxx,xxxxxx,,,,27,660.4777923999936,1.09,661.571341599978,2,663.5692833000212,1,664.5694731000112,665.1654521999881,665.7696232000017,666.3657699999749,666.9643977999804,667.568331699993,668.1643412999692,668.7698073000065,669.3673513000249,669.9645831999951,670.5684945000103,671.1643259999692,671.7699022999732,672.3672884000116,672.9641290999716,0.6,,,,,,,,,,,,,,,,,,,,
1,28,28,4,conflict reading,formal trial,reading,+,salad,Bullets,are,made in,a large,number of,shapes,and,materials,depending on,the intended,"application,",such as,hunting,and,training.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,28,673.185160699999,1.08,674.2643091999926,2,676.2635718000238,1,677.2636102000251,677.8600239999942,678.463805300009,679.0610394999967,679.665582799993,680.2641440000152,680.8601514999755,681.4643364999793,682.0626686000032,682.6658917000168,683.2663692000206,683.8602367999847,684.4649955999921,685.0616943999776,685.668381800002,0.6,686.2619554999983,1.77,688.0268318000017,692.0623031000141,4,4.033,692.0631761999684,696.1019442999968,4,4.037,696.1026903999737,700.1445986999897,4,4.041,,,,,,
1,4,4,,pure reading ,formal trial,reading,+,xxxxx,Ankle,problems,are very,common,and,mild,pain,can often,be,treated,at home,though,it takes,time,to cure.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,29,700.1807107999921,1.42,701.5962842999725,2,703.5976790999994,1,704.5963620999828,705.2031989999814,705.7983461000258,706.4019173000124,707.0004374000127,707.5965727000148,708.2005699999863,708.7989802000229,709.4027997999801,709.9998286999762,710.5972499999916,711.2006709999987,711.7980040999828,712.4029562000069,713.0005720999907,0.6,713.598247100017,1.94,715.5323831000132,719.5629841000191,4,4.029,719.5638354999828,723.5968087000074,4,4.032,723.5976665000198,727.6244503000053,4,4.025,,,,,,
1,3,3,,pure reading ,formal trial,reading,+,xxxx,Toys for,infants,make use of,distinctive,"sounds,",bright,"colors, and",unique,"textures,",which,enable,infants to,recognize,shapes,and colors.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,30,727.6660181999905,2.96,730.625392100017,2,732.6256948999944,1,733.6253246999695,734.2208554000244,734.8303838999709,735.4237681999803,736.0205187000101,736.6237240000046,737.221109999984,737.8255249999929,738.4225992999854,739.0201783999801,739.6240175999701,740.2211014999775,740.8259488000185,741.4228919000016,742.0214923999738,0.6,742.6239826999954,1.64,744.2576894999947,748.2840210999711,4,4.025,748.2848520000116,752.3120255999966,4,4.026,752.3127768000122,756.3403205000213,4,4.026,,,,,,
