1,98,,,letter string,formal trial,xxxxxxxx,+,xxxxx,xxxxx,xxxxxx,xxxxxxxx,x xxxxx,xxxxxx xx,xxxxxx xx,xxxxxxxxxx xx,xxx xxxxxx,xx xxxxx,xxxxxx,xxxxx,xxxxxx,xxxxxxxxx,xxxxxxx xx,xxxxxxx,,,,10,236.4351100998465,1.64,238.07535289996304,2,240.07444449979812,1,241.07539829984307,241.67222770000808,242.2695402998943,242.87534079980105,243.47031089989468,244.0741746998392,244.67277929978445,245.26898159994744,245.87455409998074,246.47028749994934,247.07602649996988,247.67253129999153,248.27453199983574,248.88711929996498,249.47126799984835,0.6,,,,,,,,,,,,,,,,,,,,
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
Block,Number,reading subset,recall subset,condition,trial type,task,fixa,clue,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,Question1,Question2,Question3,trial_pres_num,fixa1_onset,fixa1_durat,clue_onset,clue_durat,task_onset,task_durat,word1_onset,word2_onset,word3_onset,word4_onset,word5_onset,word6_onset,word7_onset,word8_onset,word9_onset,word10_onset,word11_onset,word12_onset,word13_onset,word14_onset,word15_onset,word_time,fixa2_onset,fixa2_durat,question1_onset,question1_offset,rating1,rating1_RT,question2_onset,question2_offset,rating2,rating2_RT,question3_onset,question3_offset,rating3,rating3_RT,ori_press_word,press_word,press_word_offset,RT,correct,KeyPress
1,2,2,,pure reading ,formal trial,reading,+,xxxxx,Emotions,are,thought,to result,from,evolution,because,they,provided,good,solutions to,the problems,that our,ancestors,faced.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,1,0.04196529998444021,2.15,2.1874343999661505,2,4.18758360017091,1,5.189984500175342,5.7918694000691175,6.391862099990249,6.988199100131169,7.590416500112042,8.187513000098988,8.79197910008952,9.389150900067762,9.986150900134817,10.592452100012451,11.187908499967307,11.792724900180474,12.38971250015311,12.986134400125593,13.592550600180402,0.6,14.187588999979198,2.93,17.113637499976903,21.13934570015408,4,4.025,21.14098280016333,25.05667209997773,5,3.908,25.113635800080374,28.508591199992225,1,3.386,,,,,,
1,49,49,25,conflict recall,formal trial,memory recall,+,hug,For,home,"storage,",apples,can be,held for,approximately,two,weeks,when,kept in,the coolest,part of,the,refrigerator.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,2,29.077989500015974,3.0,32.07811590004712,2,34.07741260016337,1,35.079757099971175,35.6753901001066,36.27915209997445,36.87566200015135,37.4739204000216,38.07751620002091,38.67424469999969,39.278684800025076,39.875687200110406,40.47295409999788,41.07752720010467,41.67580580012873,42.280102299991995,42.87580829998478,43.47396149998531,0.6,44.07804220006801,1.58,45.649661200121045,49.66920780017972,4,4.018,49.66987860016525,53.703392000170425,4,4.033,53.70409220014699,57.74411100009456,4,4.039,,,,,,
1,74,,50,pure recall,formal trial,memory recall,+,street,xxxxxxxx,xxx,xxxxxxx,xx xxxxxx,xxxx,xxxxxxxxx,xxxxxxx,xxxx,xxxxxxxx,xxxx,xxxxxxxxx xx,xxx xxxxxxxx,xxxx xxx,xxxxxxxxx,xxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,3,57.780296799959615,1.95,59.732992300065234,2,61.734412000048906,1,62.73054480017163,63.3295188001357,63.9272630000487,64.53145740018226,65.12607850017957,65.73285150015727,66.33175959996879,66.92543509998359,67.53147929999977,68.12787920003757,68.73045230004936,69.32971710013226,69.92502170009539,70.53102680016309,71.12893490004353,0.6,71.73300470015965,1.77,73.49196670018137,77.51624500006437,4,4.022,77.51701020007022,81.55780240008608,4,4.04,81.5586433999706,85.59900390007533,4,4.04,,,,,,
1,22,22,,pure reading ,catch trial,reading,+,xxxx,In many,"countries,",driving,a truck,requires,a special,driving,"license, the",requirements,and,limitations,vary,with,each,jurisdiction.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,4,85.63467850000598,1.15,86.77942280005664,2,88.77940550004132,1,89.77948090014979,90.38573099998757,90.98286750004627,91.58490779995918,92.1824779000599,92.78034880012274,93.38357050018385,93.98081020009704,94.58512760000303,95.18221120000817,95.77940350002609,96.38505060016178,96.9830030000303,97.5781223999802,98.18227019999176,0.6,98.78064130013809,1.13,99.906350400066,103.93946290016174,4,4.032,103.94009619997814,107.96952860010788,4,4.028,107.97022120002657,112.00909309997223,4,4.038,a special,,,,,
1,100,,,letter string,formal trial,xxxxxxxx,+,xxxxx,xxxxxxx,xxx,xxxx xx,x xxxxx,xxxxxx xx,xxxxxx,xxx,xxxxxxxxx,xxxxxxxxx xx,xxx xxxxxxxx,xxxxxxxxxxx,xxxx xx,xxxxxxx,xxx,xxxxxxxx,,,,5,112.02991050016135,2.62,114.64921590010636,2,116.6479659001343,1,117.65025770012289,118.24543450004421,118.85107760014944,119.44874620018527,120.04484020010568,120.6489809001796,121.24638450006023,121.84992490010336,122.44677060004324,123.04404810001142,123.6482109001372,124.24557270016521,124.84986190008931,125.44713840004988,126.04547900008038,0.6,,,,,,,,,,,,,,,,,,,,
1,26,26,1,conflict reading,formal trial,reading,+,door,Brain,tissue,consumes,a large,amount of,energy in,proportion to,"its volume,",so large,brains,place,severe,metabolic,demands on,animals.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,6,126.28160020010546,1.67,127.94711020006798,2,129.94712330005132,1,130.94733530003577,131.5512048001401,132.1484197000973,132.74786850018427,133.3503853001166,133.9490871001035,134.55118319997564,135.14846440008841,135.74653730005957,136.34974480001256,136.94711569999345,137.55132490000688,138.14851450012065,138.74556980002671,139.3519470000174,0.6,139.94936680002138,1.22,141.1632703000214,145.20426640007645,4,4.039,145.204909699969,149.24619249999523,4,4.04,149.24699250003323,153.28790270001628,4,4.04,,,,,,
1,94,,70,pure recall,catch trial,memory recall,+,basket,xx xxxx,xxxxxxxxx,xxxxxxx,x xxxxx,xxxxxxxx,x xxxxxxx,xxxxxxx,xxxxxxx xxx,xxxxxxxxxxxx,xxx,xxxxxxxxxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,7,153.32242670003325,1.77,155.09369710017927,2,157.0863533001393,1,158.0864087000955,158.69259480014443,159.2878165000584,159.89194240001962,160.49027519999072,161.0885509001091,161.69059370015748,162.28848990006372,162.89208750007674,163.48925910005346,164.08651880011894,164.6905873999931,165.2880518999882,165.89203200000338,166.49185370001942,0.6,167.08866919996217,2.18,169.2640980000142,173.28899260004982,4,4.023,173.28975510015152,177.32295599998906,4,4.032,177.3235922001768,181.35226429998875,4,4.028,xxxxxxx,,,,,
1,73,,49,pure recall,formal trial,memory recall,+,relative,xxxxxxx,xxx xxxx,xxxx xxx,xxxxxxxxxxxxx,xx,xxxxxxx,xxxxxxxxxxxx,xxxxxx,xxxxx,xxx xxx,xxx xxxx,xxxxxxxx,xx xxx,xxxxxxxx,xxxxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,8,181.38621999998577,1.44,182.82409530016594,2,184.8230624999851,1,185.82331480016,186.42039109999314,187.02471530018374,187.6238673001062,188.22676079999655,188.82527020014822,189.4205251999665,190.02441930002533,190.62185500003397,191.22673370013945,191.8232740999665,192.42032080003992,193.02540359995328,193.62193270004354,194.22829100000672,0.6,194.825422400143,1.78,196.59789029997773,200.63121190015227,4,4.031,200.63197330012918,204.6569318000693,4,4.024,204.6575800999999,208.69164490001276,4,4.033,,,,,,
1,46,46,22,conflict reading,catch trial,reading,+,popcorn,Professors,often,conduct,original,research,and may,mentor and,supervise,graduate,students,conducting,research for,a thesis,or,dissertation.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,9,208.7264078001026,2.55,211.27724299998954,2,213.2760232000146,1,214.276118400041,214.8724301001057,215.47678020014428,216.07377260015346,216.74738850002177,217.31822010013275,217.88729830016382,218.47667640005238,219.07369210012257,219.67244130000472,220.2764659000095,220.87449930002913,221.4779871001374,222.0739651999902,222.67111330013722,0.6,223.27536830003373,1.03,224.29807820008136,228.33882970013656,4,4.039,228.33956890017726,232.36575880018063,4,4.025,232.36640990013257,236.40164809999987,4,4.034,research,,,,,
1,98,,,letter string,formal trial,xxxxxxxx,+,xxxxx,xxxxx,xxxxxx,xxxxxxxx,x xxxxx,xxxxxx xx,xxxxxx xx,xxxxxxxxxx xx,xxx xxxxxx,xx xxxxx,xxxxxx,xxxxx,xxxxxx,xxxxxxxxx,xxxxxxx xx,xxxxxxx,,,,10,236.42276890017092,1.64,238.06035960000008,2,240.06094060000032,1,241.060354599962,241.65752380015329,242.2618207000196,242.86117090005428,243.46528090001084,244.06250710017048,244.65755550004542,245.26187230017968,245.86079830001108,246.46344550000504,247.0604195999913,247.6577479999978,248.26195279997773,248.8594255000353,249.4654991000425,0.6,,,,,,,,,,,,,,,,,,,,
1,27,27,3,conflict reading,formal trial,reading,+,gift,Horses,can,perform a,number of,mental,challenges,that include,food,procurement,and,identification,of individuals,within,a social,system.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,11,249.55377690005116,1.61,251.15795570006594,2,253.1579219000414,1,254.15855260007083,254.76208040001802,255.35949679999612,255.96335330000147,256.5616030001547,257.15789280016907,257.7631477001123,258.36155589995906,258.9643888999708,259.56101140007377,260.15806769998744,260.7621102000121,261.3620260001626,261.9637341001071,262.56067050015554,0.6,263.1589009000454,1.13,264.2854486000724,268.3120762000326,3,4.026,268.31756550003774,270.7356531000696,6,2.409,272.28544869995676,273.57542150001973,5,1.282,,,,,,
1,53,53,28,conflict recall,formal trial,memory recall,+,ticket,Many,lakes are,artificial,and,constructed for,industrial or,agricultural,"use,",such as,electric,power,generation,or domestic,water,supply.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,12,276.304290600121,2.63,278.9303675000556,2,280.93627770012245,1,281.93638440012,282.53530330001377,283.13191150012426,283.7359953999985,284.33319070003927,284.92950660013594,285.5344818001613,286.1324732999783,286.7360958000645,287.3332569000777,287.92983440007083,288.53464830014855,289.1320376000367,289.7366909000557,290.3331774000544,0.6,290.92970320000313,1.42,292.3459608000703,296.3688610000536,4,4.021,296.3696732001845,300.4016983001493,4,4.031,300.40237929997966,304.4313853001222,4,4.028,,,,,,
1,50,50,26,conflict recall,formal trial,memory recall,+,coffee,A halved,lemon,dipped in,salt or,baking,powder,is,used to,brighten,copper,"cookware,",as,the acid,dissolves,the tarnish.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,13,304.4729442000389,1.75,306.2212614000309,2,308.22171150008217,1,309.22267170017585,309.8197814000305,310.42328260000795,311.02033870015293,311.62220069998875,312.22288800007664,312.8202448000666,313.4239096001256,314.02114100009203,314.6188012000639,315.22276709997095,315.8195485000033,316.42361870012246,317.0218805000186,317.6194561000448,0.6,318.2219593001064,2.02,320.23461599997245,324.2639519001823,4,4.028,324.2646644001361,328.29319120012224,4,4.028,328.2939532001037,332.3274330999702,4,4.032,,,,,,
1,101,,,letter string,formal trial,xxxxxxxx,+,xxxxx,xxxxxxx,xxx xx,xxxxxx,xxxxxx xx,xxxxx,xxxxxx,xx,xxxxxxx,xx xx,xxxxx,xxx,xxxxxxxx,xxxxxxxx,xxxxxxx,xxxxxxx,,,,14,332.3479800000787,1.81,334.1530274001416,2,336.1527572001796,1,337.1537958001718,337.7584260001313,338.3557105001528,338.95966160017997,339.55583840003237,340.15312599996105,340.7575153000653,341.35465290001594,341.9587599001825,342.5571545001585,343.1559375000652,343.7582364999689,344.354429700179,344.95882880012505,345.55686120013706,0.6,,,,,,,,,,,,,,,,,,,,
1,1,1,,pure reading ,formal trial,reading,+,xxxx,Posters,are also,used for,reproductions,of,"artwork,",particularly,famous,"works,",and are,low-cost,compared,to the,original,artwork.,How well did you focus on the reading task?,How well did you comprehend this sentence?,How familiar were you with the reading content?,15,345.9249981001485,1.23,347.1547020000871,2,349.1546632000245,1,350.1555246000644,350.7530074000824,351.35578460013494,351.95428840001114,352.551344800042,353.1546687001828,353.7516893001739,354.35594060015865,354.9539640999865,355.5519813001156,356.1529486000072,356.7505342999939,357.35457159997895,357.95293500018306,358.5505586999934,0.6,359.1531887999736,2.88,362.0266677001491,366.0631280001253,4,4.035,366.06381860002875,370.10478639998473,4,4.04,370.10543160000816,374.1328280000016,4,4.026,,,,,,
1,75,,51,pure recall,formal trial,memory recall,+,tree,xxxx xxx,xxxxxxx,xxxx xxx xx,xxxxxxxxxxx,xxxxxx,xxxxxx,xxxxxx xxx,xxxxxx,xxxxxxxx,xxxxx,xxxxxx,xxxxxxx xx,xxxxxxxxx,xxxxxx,xxx xxxxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,16,374.1673624000978,1.15,375.31431970000267,2,377.3139849000145,1,378.31501530017704,378.9189943000674,379.51512310002,380.1121929001529,380.7161616999656,381.31564830010757,381.91864569997415,382.5150942001492,383.1127196000889,383.7162171001546,384.31344450009055,384.91766960010864,385.51516830013134,386.11365450010635,386.71659860014915,0.6,387.314085500082,1.24,388.5490333000198,392.5936946000438,4,4.043,392.59444350004196,396.6331083001569,4,4.038,396.6337967000436,400.6620630000252,4,4.027,,,,,,
1,76,,52,pure recall,formal trial,memory recall,+,fireplace,xxxxx,xxxxxxxx,xxx xxxx,xxxxxx,xxx,xxxx,xxxx,xxx xxxxx,xx,xxxxxxx,xx xxxx,xxxxxx,xx xxxxx,xxxx,xx xxxx,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,17,400.7374438000843,2.2,402.9319987001363,2,404.93283040006645,1,405.93218380003236,406.53632319997996,407.1360192000866,407.74070019996725,408.33782380004413,408.93511600000784,409.5385728001129,410.1354068000801,410.7389511000365,411.33599629998207,411.93548800004646,412.53802360012196,413.13478310010396,413.7395627000369,414.3376087001525,0.6,414.9346123000141,2.09,417.01911640004255,421.0525041001383,4,4.032,421.05336070014164,425.0800603001844,4,4.026,425.08092770003714,429.10853009996936,4,4.027,,,,,,
1,70,70,46,conflict recall,catch trial,memory recall,+,lime,The Oxford,English,Dictionary,remains,the most,comprehensive,and trusted,English,language,"dictionary,",with,revisions,and updates,added every,three months.,How well did you focus on the memory recall task?,How vivid was your memory?,How similar was it to your previously generated memory?,18,429.1495586000383,1.22,430.37198489997536,2,432.37089240015484,1,433.3734775001649,433.9697299001273,434.5683699999936,435.1715392000042,435.76815859996714,436.36458280007355,436.96956700016744,437.567474800162,438.1718598001171,438.7684094000142,439.36470280005597,439.96874810010195,440.5671934999991,441.1721034999937,441.7685104000848,0.6,442.3653708000202,2.13,444.4912320000585,448.53276860015467,4,4.035,448.53359160013497,452.5651781000197,4,4.031,452.5659303001594,456.60185780003667,4,4.035,remains,,,,,
1,97,,,letter string,formal trial,xxxxxxxx,+,xxxx,xxxxxxx,xxxxx xxxx,xxxxxxx,xxxxxxxxx,xxxx xxx,xxxxxxxxx,xxxxxxxx,xx xxxx,xxxxx,xxx,xxxxxxx,xxxxxxxxxx,xxxxxxxxxx,xxx xxxxxx,xxxxxxx,,,,19,456.6206384000834,2.89,459.5107183000073,2,461.50974839995615,1,462.5098894000985,463.11133400001563,463.71197980013676,464.31124150007963,464.90527690015733,465.51153440005146,466.1085636999924,466.71159059996717,467.31117260013707,467.90628350013867,468.51014839997515,469.10723700001836,469.71247790008783,470.3084954000078,470.90635569998994,0.6,,,,,,,,,,,,,,,,,,,,
